SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,04,ARIZONA,AZ,Reid Traditional Schools' Painted Rock Academy Inc (91317),01,,AZ-91317,0400850,14841 N BLACK CANYON HWY,,,PHOENIX,AZ,85023,5068,14841 N BLACK CANYON HWY,,,PHOENIX,AZ,85023,5068,(623)466-8855,http://paintedrockacademy.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Trivium Preparatory Academy (90859),01,,AZ-90859,0400851,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://triviumprep.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Kaizen Education Foundation dba Havasu Preparatory (90535),01,,AZ-90535,0400852,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,(602)953-2933,http://www.havasuprepele.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,South Phoenix Academy Inc. (91108),01,,AZ-91108,0400853,15220 S 50TH ST STE 105,,,PHOENIX,AZ,85044,9132,7450 S 40TH ST,,,PHOENIX,AZ,85042,6351,(877)225-2118,http://www.southphoenixacademy.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Legacy Traditional School - Chandler (91133),01,,AZ-91133,0400855,17760 N REGENT DR,,,MARICOPA,AZ,85138,7804,3201 S GILBERT RD BLDG B,,,CHANDLER,AZ,85286,5193,(480)270-5438,http://legacytraditional.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,ASU Preparatory Academy (91307),01,,AZ-91307,0400857,6950 E WILLIAMS FIELD RD,,,MESA,AZ,85212,6033,6950 E WILLIAMS FIELD RD,,,MESA,AZ,85212,6033,(480)965-4574,http://www.asuprep.asu.edu,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,KG,04,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,ASU Preparatory Academy (91303),01,,AZ-91303,0400858,735 E FILLMORE ST,,,PHOENIX,AZ,85006,3324,735 E FILLMORE ST,,,PHOENIX,AZ,85006,3324,(480)965-4574,http://asuprep.asu.edu,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,ASU Preparatory Academy (91305),01,,AZ-91305,0400859,PO Box 873805,,,Tempe,AZ,85287,7304,430 E University Drive,,,Tempe,AZ,85281,,(480)965-4574,http://www.asuprep.asu.edu,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,08,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,North Phoenix Preparatory Academy (90879),01,,AZ-90879,0400861,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://northphoenixprep.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,The Paideia Academies Inc (91250),01,,AZ-91250,0400863,7777 S 15TH TER,,,PHOENIX,AZ,85042,6754,7777 S 15TH TER,,,PHOENIX,AZ,85042,6754,(602)343-3040,http://www.paideiaacademies.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Happy Valley East (90906),01,,AZ-90906,0400864,827 E 6TH AVE,,,MESA,AZ,85204,2603,827 E 6TH AVE,,,MESA,AZ,85204,2603,(480)888-1342,http://www.hveast.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Archway Classical Academy Glendale (91878),01,,AZ-91878,0400866,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://archwayglendale.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Ball Charter Schools (Val Vista) (90885),01,,AZ-90885,0400867,2207 N DOBSON RD,,,CHANDLER,AZ,85224,2282,4120 S VAL VISTA DR,,,GILBERT,AZ,85297,4607,(480)656-5555,http://www.valvistaacademy.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Open Doors Community School Inc. (91238),01,,AZ-91238,0400868,13644 N. Sandario Rd.,,,Marana,AZ,85653,,13644 N. Sandario Rd.,,,Marana,AZ,85653,,(520)744-9595,http://www.opendoorsschool.org,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Ash Creek Elementary District (4187),01,,AZ-4187,0400870,6460 E HIGHWAY 181,,,PEARCE,AZ,85625,6103,6460 E HIGHWAY 181,,,PEARCE,AZ,85625,6103,(520)824-3340,http://ashcreekschool.wordpress.com,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Legacy Traditional School - Laveen Village (91763),01,,AZ-91763,0400871,7900 S 43RD AVE,,,LAVEEN,AZ,85339,3023,7900 S 43RD AVE,,,LAVEEN,AZ,85339,3023,(480)270-5438,http://legacytraditional.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Institute for Transformative Education Inc. (90876),01,,AZ-90876,0400872,1300 S BELVEDERE AVE,,,TUCSON,AZ,85711,5701,1300 S BELVEDERE AVE,,,TUCSON,AZ,85711,5701,(520)615-2200,http://www.thewesterninstitute.org,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Archway Classical Academy North Phoenix (91758),01,,AZ-91758,0400873,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://archwaynorthphoenix.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Maryvale Preparatory Academy (90861),01,,AZ-90861,0400875,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://maryvaleprep.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,George Gervin Youth Center Inc. (90884),01,,AZ-90884,0400876,6903 S SUNBELT DR,,,SAN ANTONIO,TX,78218,3336,40 W Baseline Rd,,,Tempe,AZ,85283,,(480)219-2121,http://georgegervinprepacademy.org,1,Open,1,Open,07/30/2024,7,Independent charter district,Yes,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Empower College Prep (91277),01,,AZ-91277,0400877,2411 W COLTER ST,,,PHOENIX,AZ,85015,2716,2411 W COLTER ST,,,PHOENIX,AZ,85015,2716,(602)283-5720,http://www.empowercollegeprep.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (91309),01,,AZ-91309,0400878,11485 N 136TH ST STE 110,,,SCOTTSDALE,AZ,85259,3799,5740 E RIVER RD,,,TUCSON,AZ,85750,1915,(520)207-0076,http://enrollbasis.com/tucson-north/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Scottsdale Country Day School (91110),01,,AZ-91110,0400879,10460 N 56TH ST,,,SCOTTSDALE,AZ,85253,1133,10460 N 56TH ST,,,SCOTTSDALE,AZ,85253,1133,(480)452-5777,http://www.scdsaz.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Southwest Leadership Academy (92043),01,,AZ-92043,0400880,2560 Business Parkway STE A,,,Minden,NV,89423,,4301 W FILLMORE ST,,,PHOENIX,AZ,85043,2908,(602)265-2000,http://www.southwestleadershipacademy.com,1,Open,1,Open,07/30/2024,7,Independent charter district,Yes,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (92349),01,,AZ-92349,0400881,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,(602)962-7393,http://enrollbasis.com/phoenix-central/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Kaizen Education Foundation dba Advance U (91329),01,,AZ-91329,0400882,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,(602)953-2933,http://www.advance-u.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,ASU Preparatory Academy (92327),01,,AZ-92327,0400884,6950 E WILLIAMS FIELD RD,,,MESA,AZ,85212,6033,6950 E WILLIAMS FIELD RD,,,MESA,AZ,85212,6033,(480)965-4574,http://asuprep.asu.edu,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,1
2023-2024,04,ARIZONA,AZ,Incito Schools (91326),01,,AZ-91326,0400885,PO BOX 7470,,,GOODYEAR,AZ,85338,0642,877 N SARIVAL AVE,,,GOODYEAR,AZ,85338,2316,(623)398-6968,http://incitoschools.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,2
2023-2024,04,ARIZONA,AZ,Archway Classical Academy Cicero (92314),01,,AZ-92314,0400886,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://archwaycicero.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,KG,07,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Vista College Preparatory Inc. (91948),01,,AZ-91948,0400887,812 S 6TH AVE,,,PHOENIX,AZ,85003,2528,812 S 6TH AVE,,,PHOENIX,AZ,85003,2528,(602)374-7159,http://www.vistacollegeprep.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,KG,08,Elementary,As reported,5
2023-2024,04,ARIZONA,AZ,Archway Classical Academy Arete (92312),01,,AZ-92312,0400888,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(480)222-4233,http://archwayarete.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,ASU Preparatory Academy (92325),01,,AZ-92325,0400890,735 E FILLMORE ST,,,PHOENIX,AZ,85006,3324,735 E FILLMORE ST,,,PHOENIX,AZ,85006,3324,(480)965-4574,http://asuprep.asu.edu,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,1
2023-2024,04,ARIZONA,AZ,Academy of Mathematics and Science South Inc. (90878),01,,AZ-90878,0400891,1557 W PRINCE RD,,,TUCSON,AZ,85705,3023,1557 W PRINCE RD,,,TUCSON,AZ,85705,3023,(520)293-2676,,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,6
2023-2024,04,ARIZONA,AZ,Legacy Traditional School - Casa Grande (92199),01,,AZ-92199,0400892,3201 S GILBERT RD BLDG A,,,CHANDLER,AZ,85286,5193,1274 E. Oneil Drive,,,Casa Grande,AZ,85122,,(480)270-5438,http://legacytraditional.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Hirsch Academy A Challenge Foundation (91275),01,,AZ-91275,0400893,6535 E OSBORN RD STE 401,,,SCOTTSDALE,AZ,85251,6028,6535 E OSBORN RD STE 401,,,SCOTTSDALE,AZ,85251,6028,(480)488-9362,http://www.hirsch.teamcfa.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Kaizen Education Foundation dba Discover U Element (91328),01,,AZ-91328,0400894,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,(602)953-2933,http://www.discoverulearning.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Espiritu Community Development Corp. (92250),01,,AZ-92250,0400895,4848 S 2ND ST,,,PHOENIX,AZ,85040,2122,4848 S 2ND ST,,,PHOENIX,AZ,85040,2122,(602)243-7788,http://www.espiritu.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,PK,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (91339),01,,AZ-91339,0400897,11440 N 136TH ST,,,SCOTTSDALE,AZ,85259,3812,11440 N 136TH ST,,,SCOTTSDALE,AZ,85259,3812,(480)659-2294,http://enrollbasis.com/ahwatukee/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,04,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (91949),01,,AZ-91949,0400898,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,(602)239-4807,http://enrollbasis.com/mesa/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Legacy Traditional School - Gilbert (92047),01,,AZ-92047,0400899,3201 S GILBERT RD BLDG A,,,CHANDLER,AZ,85286,5193,3201 S GILBERT RD BLDG A,,,CHANDLER,AZ,85286,5193,(480)270-5438,http://legacytraditional.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Cicero Preparatory Academy (92316),01,,AZ-92316,0400900,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://ciceroprep.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,The Farm at Mission Montessori Academy (91340),01,,AZ-91340,0400902,5555 E MERCER LN,,,SCOTTSDALE,AZ,85254,,11050 N. 96th St.,,,PHOENIX,AZ,85260,,(602)669-4950,,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,04,08,Middle,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (92320),01,,AZ-92320,0400903,1901 PRESCOTT LAKES PKWY,,,PRESCOTT,AZ,86301,7806,1901 PRESCOTT LAKES PKWY,,,PRESCOTT,AZ,86301,7806,(928)277-0334,http://enrollbasis.com/prescott/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Edkey Inc. - Sequoia Pathway Academy (92226),01,,AZ-92226,0400904,1460 S HORNE,,,MESA,AZ,85204,5760,1460 S HORNE,,,MESA,AZ,85204,5760,(480)461-3200,http://sequoiaschools.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (92318),01,,AZ-92318,0400905,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,(520)812-5900,http://enrollbasis.com/oro-valley-primary/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,StrengthBuilding Partners (91992),01,,AZ-91992,0400907,PO BOX 91313,,,TUCSON,AZ,85752,1313,4560 S. Coach Dr,,,Tucson,AZ,85714,,(520)546-9296,http://www.laspuertascommunityschool.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,06,10,Middle,As reported,1
2023-2024,04,ARIZONA,AZ,Madison Highland Prep (91935),01,,AZ-91935,0400909,1431 E CAMPBELL AVE STE 100,,,PHOENIX,AZ,85014,4283,1431 E CAMPBELL AVE STE 100,,,PHOENIX,AZ,85014,4283,(602)745-3800,http://www.MadisonHighlandPrep.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Ash Fork Joint Unified District (4471),01,,AZ-4471,0400910,PO BOX 247,,,ASH FORK,AZ,86320,0247,46999 N . 5th Street,,,Ash Fork,AZ,86320,,(928)637-2561,http://www.afjusd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,3
2023-2024,04,ARIZONA,AZ,Heritage Academy Gateway Inc. (92519),01,,AZ-92519,0400911,32 S CENTER ST,,,MESA,AZ,85210,1306,19630 East Germann Road,,,Queen Creek,AZ,85242,,(480)461-4400,http://www.hagateway.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,EAGLE College Prep Mesa LLC. (91939),01,,AZ-91939,0400912,1619 E MAIN ST,,,MESA,AZ,85203,9017,1619 E MAIN ST,,,MESA,AZ,85203,9017,(602)638-0802,http://eagleprep.org/mesa,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Arizona Autism Charter Schools Inc. (91958),01,,AZ-91958,0400913,4125 N 14TH ST,,,PHOENIX,AZ,85014,4941,4125 N 14TH ST,,,PHOENIX,AZ,85014,4941,(602)882-5544,http://www.autismcharter.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,6
2023-2024,04,ARIZONA,AZ,Franklin Phonetic Primary School Inc. (92596),01,,AZ-92596,0400914,9317 N 2ND ST,,,PHOENIX,AZ,85020,2441,9317 N 2ND ST,,,PHOENIX,AZ,85020,2441,(602)870-6674,http://www.franklinphoneticschoolsunnyslope.com/home,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
